id,description,type,category,subcategory,date,amount
4306,Holidays - January 2025,EXPENSE,Other Income,,2025-01-10 00:00:00+00:00,373.08
4143,Vision - January 2025,EXPENSE,Other Income,,2025-01-10 00:00:00+00:00,345.53
3793,Gas - January 2025,EXPENSE,Car & Vehicle Expenses,,2025-01-10 00:00:00+00:00,347.03
3729,Groceries - January 2025,EXPENSE,Other Income,,2025-01-10 00:00:00+00:00,43.78
12522,Freelance work,income,Freelance Income,,2025-01-09 22:57:19.907787+00:00,2819.39
11436,Hobbies,expense,Entertainment,,2025-01-09 22:57:18.187330+00:00,228.66
8850,Marketing,income,Advertising & Marketing,,2025-01-09 22:56:38.987547+00:00,6520.79
7473,Mutual fund,income,,,2025-01-09 22:52:37.056822+00:00,792.98
6843,Coffee shop,expense,Client Meals,,2025-01-09 22:52:35.495973+00:00,69.90
6166,Home goods,expense,Other Personal Expenses,,2025-01-09 22:52:19.523925+00:00,260.37
6126,Restaurant dinner,expense,Client Meals,,2025-01-09 22:52:19.441200+00:00,196.87
5841,Pharmacy,expense,Health & Dental,,2025-01-09 22:52:18.754091+00:00,409.77
3971,Insurance - January 2025,EXPENSE,Insurance,,2025-01-09 00:00:00+00:00,46.31
10406,Consulting,income,Freelance Income,,2025-01-08 22:56:42.212353+00:00,3707.61
10330,Water bill,expense,Utilities,,2025-01-08 22:56:42.062336+00:00,116.77
8912,Commission,income,Other Income,,2025-01-08 22:56:39.113387+00:00,4361.66
8606,Retirement contribution,income,Car & Vehicle Expenses,,2025-01-08 22:52:39.885984+00:00,1814.76
7962,Mutual fund,income,,,2025-01-08 22:52:38.409180+00:00,730.04
7892,Holiday gift,income,Cash Gifts,,2025-01-08 22:52:38.243504+00:00,624.72
7644,Gaming,expense,Entertainment,,2025-01-08 22:52:37.412597+00:00,410.37
6909,Repairs,expense,Other Business Expenses,,2025-01-08 22:52:35.665898+00:00,739.89
6219,Wedding gift,income,Cash Gifts,,2025-01-08 22:52:19.633269+00:00,970.78
5295,Charity donation,income,Gifts & Donations,,2025-01-08 22:52:17.595841+00:00,1444.09
4971,Concert tickets,expense,Other Income,,2025-01-08 22:52:16.869523+00:00,367.36
4317,Weddings - January 2025,EXPENSE,Other Income,,2025-01-08 00:00:00+00:00,76.97
4224,Certifications - January 2025,EXPENSE,Other Income,,2025-01-08 00:00:00+00:00,385.85
4215,Workshops - January 2025,EXPENSE,Other Income,,2025-01-08 00:00:00+00:00,491.05
4140,Dental - January 2025,EXPENSE,Other Income,,2025-01-08 00:00:00+00:00,231.51
3737,Groceries - January 2025,EXPENSE,Other Income,,2025-01-08 00:00:00+00:00,30.93
12325,Retirement contribution,income,Car & Vehicle Expenses,,2025-01-07 22:57:19.590649+00:00,1090.64
11544,Monthly salary,income,Salary,,2025-01-07 22:57:18.356860+00:00,4146.12
11490,Movie tickets,expense,Other Income,,2025-01-07 22:57:18.271051+00:00,324.60
11478,Grocery shopping,expense,Groceries,,2025-01-07 22:57:18.252056+00:00,117.74
11131,Bonus,income,Other Income,,2025-01-07 22:57:17.603375+00:00,6948.47
10168,Side hustle,income,Side Hustles,,2025-01-07 22:56:41.706596+00:00,7013.57
9780,Business expense,income,Other Business Expenses,,2025-01-07 22:56:40.920942+00:00,2513.47
8936,Office supplies,income,Office Supplies,,2025-01-07 22:56:39.184654+00:00,5226.37
8486,Business expense,income,Other Business Expenses,,2025-01-07 22:52:39.641316+00:00,7470.78
8062,Food delivery,expense,Dining Out,,2025-01-07 22:52:38.660527+00:00,124.76
7742,Vision care,expense,Other Income,,2025-01-07 22:52:37.830698+00:00,333.14
7735,Car maintenance,expense,Car & Vehicle Expenses,,2025-01-07 22:52:37.813582+00:00,96.05
7651,Stock purchase,income,Investments,,2025-01-07 22:52:37.426215+00:00,787.51
7088,Paycheck,income,Salary,,2025-01-07 22:52:36.127367+00:00,7667.86
5290,Gaming,expense,Entertainment,,2025-01-07 22:52:17.584154+00:00,497.83
5005,Cloud services,expense,Software & Subscriptions,,2025-01-07 22:52:16.943626+00:00,835.00
4359,Transacción de ejemplo 1-7,EXPENSE,Other Income,,2025-01-07 00:00:00+00:00,715.27
4354,Transacción de ejemplo 1-2,EXPENSE,Other Income,,2025-01-07 00:00:00+00:00,297.34
4123,Pharmacy - January 2025,EXPENSE,Health & Dental,,2025-01-07 00:00:00+00:00,295.46
3895,Streaming Services - January 2025,EXPENSE,Other Income,,2025-01-07 00:00:00+00:00,70.04
3855,Movies - January 2025,EXPENSE,Other Income,,2025-01-07 00:00:00+00:00,441.18
10715,Garden supplies,expense,Other Personal Expenses,,2025-01-06 22:56:42.844414+00:00,503.98
8221,Birthday gift,income,Cash Gifts,,2025-01-06 22:52:39.050014+00:00,1696.85
5961,Medical supplies,expense,Health & Dental,,2025-01-06 22:52:19.049126+00:00,427.24
5878,Crypto,income,Investments,,2025-01-06 22:52:18.866472+00:00,708.16
4347,Charity - January 2025,EXPENSE,Other Income,,2025-01-06 00:00:00+00:00,130.60
4055,Clothing - January 2025,EXPENSE,Other Income,,2025-01-06 00:00:00+00:00,32.86
11145,Coffee shop,expense,Client Meals,,2025-01-05 22:57:17.639064+00:00,149.94
10099,Project payment,income,Freelance Income,,2025-01-05 22:56:41.559123+00:00,7331.58
9475,Marketing,income,Advertising & Marketing,,2025-01-05 22:56:40.275066+00:00,869.23
9156,Health insurance,expense,Insurance,,2025-01-05 22:56:39.621503+00:00,2483.03
8876,Car maintenance,expense,Car & Vehicle Expenses,,2025-01-05 22:56:39.039691+00:00,89.42
8385,Business trip,expense,Travel & Transportation,,2025-01-05 22:52:39.415791+00:00,675.10
7873,Restaurant dinner,expense,Client Meals,,2025-01-05 22:52:38.196976+00:00,166.45
7852,Wedding gift,income,Cash Gifts,,2025-01-05 22:52:38.131885+00:00,864.17
7427,Side hustle,income,Side Hustles,,2025-01-05 22:52:36.945285+00:00,7353.55
6940,Client meeting,income,Client Meals,,2025-01-05 22:52:35.746079+00:00,663.05
6325,Gas bill,expense,Car & Vehicle Expenses,,2025-01-05 22:52:19.847230+00:00,148.07
4806,Monthly salary,income,Salary,,2025-01-05 22:52:16.523262+00:00,2405.24
4233,Stocks - January 2025,INCOME,Other Income,,2025-01-05 00:00:00+00:00,3904.47
12511,Grocery shopping,expense,Groceries,,2025-01-04 22:57:19.891327+00:00,69.48
11684,Cloud services,expense,Software & Subscriptions,,2025-01-04 22:57:18.576070+00:00,555.81
11642,Crypto,expense,Investments,,2025-01-04 22:57:18.510005+00:00,4578.92
10709,Monthly salary,income,Salary,,2025-01-04 22:56:42.830078+00:00,5829.86
10675,Stock purchase,income,Investments,,2025-01-04 22:56:42.763408+00:00,1988.75
9628,Retirement contribution,income,Car & Vehicle Expenses,,2025-01-04 22:56:40.614307+00:00,1730.34
9417,Hobbies,expense,Entertainment,,2025-01-04 22:56:40.161699+00:00,262.73
8806,Garden supplies,expense,Other Personal Expenses,,2025-01-04 22:56:38.884173+00:00,829.62
8229,Gaming,expense,Entertainment,,2025-01-04 22:52:39.067972+00:00,344.28
8004,Sporting goods,expense,Other Income,,2025-01-04 22:52:38.514060+00:00,355.89
7897,Books,expense,Other Income,,2025-01-04 22:52:38.256620+00:00,398.97
7868,Fast food,expense,Dining Out,,2025-01-04 22:52:38.186762+00:00,82.55
6955,Monthly salary,income,Salary,,2025-01-04 22:52:35.787469+00:00,3674.93
6418,Life insurance,expense,Insurance,,2025-01-04 22:52:20.036244+00:00,2449.24
5717,Stock purchase,income,Investments,,2025-01-04 22:52:18.473725+00:00,1378.00
4928,Office supplies,income,Office Supplies,,2025-01-04 22:52:16.778362+00:00,4933.31
4107,Doctor Visits - January 2025,EXPENSE,Health & Dental,,2025-01-04 00:00:00+00:00,161.73
4083,Beauty - January 2025,EXPENSE,Other Income,,2025-01-04 00:00:00+00:00,378.06
4080,Beauty - January 2025,EXPENSE,Other Income,,2025-01-04 00:00:00+00:00,340.88
3842,Parking - January 2025,EXPENSE,Travel & Transportation,,2025-01-04 00:00:00+00:00,277.77
11971,Car maintenance,expense,Car & Vehicle Expenses,,2025-01-03 22:57:19.032430+00:00,197.06
11423,Office supplies,income,Office Supplies,,2025-01-03 22:57:18.167471+00:00,693.81
11371,Doctor visit,expense,Health & Dental,,2025-01-03 22:57:18.086242+00:00,418.16
10966,Stock purchase,expense,Investments,,2025-01-03 22:57:17.337628+00:00,3934.17
10957,Restaurant dinner,expense,Client Meals,,2025-01-03 22:57:17.322845+00:00,80.88
10782,Gas bill,expense,Car & Vehicle Expenses,,2025-01-03 22:57:17.046287+00:00,139.92
10398,Movie tickets,expense,Other Income,,2025-01-03 22:56:42.195881+00:00,201.39
9714,Crypto,income,Investments,,2025-01-03 22:56:40.795383+00:00,1234.22
9282,Side hustle,income,Side Hustles,,2025-01-03 22:56:39.889544+00:00,3474.93
8877,Stock purchase,income,Investments,,2025-01-03 22:56:39.041970+00:00,980.14
8468,Business expense,income,Other Business Expenses,,2025-01-03 22:52:39.591755+00:00,3147.61
8332,Electronics,expense,Other Income,,2025-01-03 22:52:39.311937+00:00,232.37
7270,Business expense,income,Other Business Expenses,,2025-01-03 22:52:36.532409+00:00,633.95
7197,Business trip,expense,Travel & Transportation,,2025-01-03 22:52:36.361695+00:00,877.62
6610,Freelance work,income,Freelance Income,,2025-01-03 22:52:20.588425+00:00,3668.09
5935,Business trip,expense,Travel & Transportation,,2025-01-03 22:52:18.995628+00:00,600.29
5166,Home insurance,expense,Insurance,,2025-01-03 22:52:17.283593+00:00,1119.95
5125,Vacation,expense,Vacations & Travel,,2025-01-03 22:52:17.205702+00:00,747.08
4228,Certifications - January 2025,EXPENSE,Other Income,,2025-01-03 00:00:00+00:00,360.90
12116,Bonus,income,Other Income,,2025-01-02 22:57:19.264024+00:00,5690.46
11602,Monthly salary,income,Salary,,2025-01-02 22:57:18.448920+00:00,4041.42
11312,Grocery shopping,expense,Groceries,,2025-01-02 22:57:17.996002+00:00,162.61
11197,Birthday gift,income,Cash Gifts,,2025-01-02 22:57:17.740680+00:00,1298.78
9554,Sporting goods,expense,Other Income,,2025-01-02 22:56:40.473960+00:00,324.72
9128,Car insurance,expense,Insurance,,2025-01-02 22:56:39.562541+00:00,4575.38
8624,Books,expense,Other Income,,2025-01-02 22:52:39.922902+00:00,283.41
4825,Commission,income,Other Income,,2025-01-02 22:52:16.562345+00:00,4334.57
12433,Doctor visit,expense,Health & Dental,,2025-01-01 22:57:19.760479+00:00,285.87
11818,Phone bill,expense,Phone & Internet,,2025-01-01 22:57:18.793475+00:00,155.03
11415,Home goods,expense,Other Personal Expenses,,2025-01-01 22:57:18.154600+00:00,359.90
10125,Food delivery,expense,Dining Out,,2025-01-01 22:56:41.618578+00:00,131.62
8328,Business expense,income,Other Business Expenses,,2025-01-01 22:52:39.304375+00:00,2352.26
8096,Public transport,expense,Gas & Fuel,,2025-01-01 22:52:38.746067+00:00,89.99
8038,Commission,income,Other Income,,2025-01-01 22:52:38.608617+00:00,3867.81
7300,Gaming,expense,Entertainment,,2025-01-01 22:52:36.606536+00:00,384.08
6753,Doctor visit,expense,Health & Dental,,2025-01-01 22:52:35.234250+00:00,454.03
5625,Online course,expense,Education & Courses,,2025-01-01 22:52:18.274828+00:00,2183.07
4357,Transacción de ejemplo 1-5,INCOME,Other Income,,2025-01-01 00:00:00+00:00,638.14
4313,Holidays - January 2025,EXPENSE,Other Income,,2025-01-01 00:00:00+00:00,139.61
4154,Fitness - January 2025,EXPENSE,Other Income,,2025-01-01 00:00:00+00:00,355.26
4130,Dental - January 2025,EXPENSE,Other Income,,2025-01-01 00:00:00+00:00,287.44
4091,Beauty - January 2025,EXPENSE,Other Income,,2025-01-01 00:00:00+00:00,302.88
12561,Sporting goods,expense,Other Income,,2024-12-31 22:57:19.966519+00:00,252.52
12298,Electric bill,expense,Utilities,,2024-12-31 22:57:19.548847+00:00,128.32
11768,Client meeting,income,Client Meals,,2024-12-31 22:57:18.712614+00:00,1536.43
11648,Home goods,expense,Other Personal Expenses,,2024-12-31 22:57:18.520367+00:00,401.51
9596,Fast food,expense,Dining Out,,2024-12-31 22:56:40.547921+00:00,183.24
9432,Restaurant dinner,expense,Client Meals,,2024-12-31 22:56:40.192646+00:00,169.99
8520,Marketing,income,Advertising & Marketing,,2024-12-31 22:52:39.720418+00:00,1915.03
8292,Mutual fund,income,,,2024-12-31 22:52:39.218262+00:00,1484.85
7677,Uber ride,expense,Side Hustles,,2024-12-31 22:52:37.656142+00:00,73.27
7595,Cloud services,expense,Software & Subscriptions,,2024-12-31 22:52:37.312113+00:00,882.93
7582,Monthly salary,income,Salary,,2024-12-31 22:52:37.280058+00:00,5550.51
5781,Coffee shop,expense,Client Meals,,2024-12-31 22:52:18.601986+00:00,102.50
5523,Birthday gift,income,Cash Gifts,,2024-12-31 22:52:18.068336+00:00,910.96
5486,Workshop,expense,Other Income,,2024-12-31 22:52:17.988297+00:00,3425.21
5485,Car maintenance,expense,Car & Vehicle Expenses,,2024-12-31 22:52:17.986124+00:00,166.10
5461,Concert tickets,expense,Other Income,,2024-12-31 22:52:17.939766+00:00,279.44
10401,Business expense,income,Other Business Expenses,,2024-12-30 22:56:42.202659+00:00,1525.81
8320,Certification,expense,Other Income,,2024-12-30 22:52:39.287564+00:00,3473.62
8255,Coffee shop,expense,Client Meals,,2024-12-30 22:52:39.131001+00:00,83.77
7914,Medical supplies,expense,Health & Dental,,2024-12-30 22:52:38.290900+00:00,239.77
7771,Car insurance,expense,Insurance,,2024-12-30 22:52:37.904149+00:00,1059.60
7660,Business expense,income,Other Business Expenses,,2024-12-30 22:52:37.514733+00:00,3078.12
5437,Pharmacy,expense,Health & Dental,,2024-12-30 22:52:17.893869+00:00,307.27
12537,Side hustle,income,Side Hustles,,2024-12-29 22:57:19.932885+00:00,4263.37
12385,Clothing store,expense,Clothing & Accessories,,2024-12-29 22:57:19.685579+00:00,266.56
12144,Crypto,expense,Investments,,2024-12-29 22:57:19.308463+00:00,2607.17
12080,Gas station,expense,Car & Vehicle Expenses,,2024-12-29 22:57:19.209024+00:00,116.73
10835,Crypto,income,Investments,,2024-12-29 22:57:17.127550+00:00,1120.23
10813,Cloud services,expense,Software & Subscriptions,,2024-12-29 22:57:17.092106+00:00,624.72
10040,Office supplies,income,Office Supplies,,2024-12-29 22:56:41.444565+00:00,1506.84
9129,Business expense,income,Other Business Expenses,,2024-12-29 22:56:39.565196+00:00,843.81
8805,Electric bill,expense,Utilities,,2024-12-29 22:56:38.882134+00:00,76.32
8506,Repairs,expense,Other Business Expenses,,2024-12-29 22:52:39.693961+00:00,631.19
7743,Doctor visit,expense,Health & Dental,,2024-12-29 22:52:37.832819+00:00,226.73
6783,Sporting goods,expense,Other Income,,2024-12-29 22:52:35.310386+00:00,401.35
6176,Hardware,expense,Office Supplies,,2024-12-29 22:52:19.547664+00:00,639.69
5999,Car maintenance,expense,Car & Vehicle Expenses,,2024-12-29 22:52:19.138655+00:00,107.23
5725,Commission,income,Other Income,,2024-12-29 22:52:18.488677+00:00,3237.76
5356,Freelance work,income,Freelance Income,,2024-12-29 22:52:17.717985+00:00,2694.04
11775,Freelance work,income,Freelance Income,,2024-12-28 22:57:18.723105+00:00,7707.46
9043,Fast food,expense,Dining Out,,2024-12-28 22:56:39.395556+00:00,52.53
8360,Birthday gift,income,Cash Gifts,,2024-12-28 22:52:39.372634+00:00,1775.09
8008,Airline tickets,expense,Vacations & Travel,,2024-12-28 22:52:38.522075+00:00,760.69
7342,Public transport,expense,Gas & Fuel,,2024-12-28 22:52:36.727425+00:00,129.66
7038,Charity donation,income,Gifts & Donations,,2024-12-28 22:52:35.991979+00:00,1408.23
6996,Car maintenance,expense,Car & Vehicle Expenses,,2024-12-28 22:52:35.895910+00:00,161.14
6678,Project payment,income,Freelance Income,,2024-12-28 22:52:20.725823+00:00,7740.65
5407,Freelance work,income,Freelance Income,,2024-12-28 22:52:17.836938+00:00,3296.64
5058,Public transport,expense,Gas & Fuel,,2024-12-28 22:52:17.054934+00:00,171.22
12202,Sporting goods,expense,Other Income,,2024-12-27 22:57:19.398183+00:00,394.61
12110,Books,expense,Other Income,,2024-12-27 22:57:19.255192+00:00,220.84
11360,Bonus,income,Other Income,,2024-12-27 22:57:18.068938+00:00,6403.43
9886,Tech support,expense,Software & Subscriptions,,2024-12-27 22:56:41.138582+00:00,959.35
9242,Doctor visit,expense,Health & Dental,,2024-12-27 22:56:39.794483+00:00,377.21
8980,Electronics,expense,Other Income,,2024-12-27 22:56:39.280898+00:00,225.97
8804,Internet,expense,Phone & Internet,,2024-12-27 22:56:38.880383+00:00,73.52
6121,Home improvement,expense,Other Personal Expenses,,2024-12-27 22:52:19.429275+00:00,687.08
4939,Gas bill,expense,Car & Vehicle Expenses,,2024-12-27 22:52:16.800289+00:00,165.29
12640,Freelance work,income,Freelance Income,,2024-12-26 22:57:20.081615+00:00,4298.19
12552,Consulting,income,Freelance Income,,2024-12-26 22:57:19.954830+00:00,6464.41
11202,Charity donation,income,Gifts & Donations,,2024-12-26 22:57:17.747805+00:00,508.36
9381,Health insurance,expense,Insurance,,2024-12-26 22:56:40.077933+00:00,3616.80
8211,Gas bill,expense,Car & Vehicle Expenses,,2024-12-26 22:52:39.027391+00:00,183.60
7412,Water bill,expense,Utilities,,2024-12-26 22:52:36.907750+00:00,186.56
7233,Birthday gift,income,Cash Gifts,,2024-12-26 22:52:36.455285+00:00,587.53
6572,Office supplies,income,Office Supplies,,2024-12-26 22:52:20.439035+00:00,4604.11
6179,Gas station,expense,Car & Vehicle Expenses,,2024-12-26 22:52:19.554193+00:00,149.61
12550,Electronics,expense,Other Income,,2024-12-25 22:57:19.952265+00:00,370.64
12117,Electric bill,expense,Utilities,,2024-12-25 22:57:19.265459+00:00,130.05
11448,Furniture,expense,Other Personal Expenses,,2024-12-25 22:57:18.205679+00:00,863.98
11325,Parking,expense,Travel & Transportation,,2024-12-25 22:57:18.015194+00:00,61.97
10452,Bonus,income,Other Income,,2024-12-25 22:56:42.306851+00:00,5788.35
10192,Electric bill,expense,Utilities,,2024-12-25 22:56:41.770042+00:00,92.54
10101,Side hustle,income,Side Hustles,,2024-12-25 22:56:41.562328+00:00,7509.90
9748,Bonus,income,Other Income,,2024-12-25 22:56:40.858958+00:00,5542.87
7899,Online course,expense,Education & Courses,,2024-12-25 22:52:38.260702+00:00,3545.62
7113,Pharmacy,expense,Health & Dental,,2024-12-25 22:52:36.176098+00:00,455.17
6857,Charity donation,income,Gifts & Donations,,2024-12-25 22:52:35.525020+00:00,1825.03
6009,Marketing,income,Advertising & Marketing,,2024-12-25 22:52:19.156179+00:00,1225.47
5623,Bonus,income,Other Income,,2024-12-25 22:52:18.270889+00:00,7237.66
5509,Public transport,expense,Gas & Fuel,,2024-12-25 22:52:18.041191+00:00,198.78
5296,Wedding gift,income,Cash Gifts,,2024-12-25 22:52:17.597841+00:00,1757.96
12717,Project payment,income,Freelance Income,,2024-12-24 22:57:20.492350+00:00,2138.12
12577,Hobbies,expense,Entertainment,,2024-12-24 22:57:19.991361+00:00,358.77
12383,Vision care,expense,Other Income,,2024-12-24 22:57:19.682200+00:00,259.50
11618,Client meeting,income,Client Meals,,2024-12-24 22:57:18.473852+00:00,1864.05
11044,Books,expense,Other Income,,2024-12-24 22:57:17.459960+00:00,235.84
10296,Commission,income,Other Income,,2024-12-24 22:56:41.996941+00:00,3677.65
9613,Coffee shop,expense,Client Meals,,2024-12-24 22:56:40.584069+00:00,78.87
8231,Wedding gift,income,Cash Gifts,,2024-12-24 22:52:39.072255+00:00,1533.70
7879,Phone bill,expense,Phone & Internet,,2024-12-24 22:52:38.211506+00:00,119.90
7780,Marketing,income,Advertising & Marketing,,2024-12-24 22:52:37.930084+00:00,3243.12
7229,Doctor visit,expense,Health & Dental,,2024-12-24 22:52:36.447240+00:00,320.37
6282,Office supplies,income,Office Supplies,,2024-12-24 22:52:19.758804+00:00,6658.15
5854,Birthday gift,income,Cash Gifts,,2024-12-24 22:52:18.799511+00:00,833.63
5067,Home improvement,expense,Other Personal Expenses,,2024-12-24 22:52:17.074389+00:00,729.45
4949,Car maintenance,expense,Car & Vehicle Expenses,,2024-12-24 22:52:16.820122+00:00,82.49
11687,Concert tickets,expense,Other Income,,2024-12-23 22:57:18.580711+00:00,495.19
11521,Office supplies,income,Office Supplies,,2024-12-23 22:57:18.320872+00:00,1548.52
11062,Medical supplies,expense,Health & Dental,,2024-12-23 22:57:17.490087+00:00,294.74
9815,Side hustle,income,Side Hustles,,2024-12-23 22:56:40.992075+00:00,5843.39
9684,Stock purchase,expense,Investments,,2024-12-23 22:56:40.716967+00:00,2621.58
8880,Hotel,expense,Vacations & Travel,,2024-12-23 22:56:39.047992+00:00,565.63
8063,Garden supplies,expense,Other Personal Expenses,,2024-12-23 22:52:38.662784+00:00,820.76
7988,Retirement contribution,income,Car & Vehicle Expenses,,2024-12-23 22:52:38.477736+00:00,1451.17
7692,Holiday gift,income,Cash Gifts,,2024-12-23 22:52:37.712996+00:00,1556.31
6880,Dental care,expense,Other Income,,2024-12-23 22:52:35.586872+00:00,284.55
6243,Office supplies,income,Office Supplies,,2024-12-23 22:52:19.680126+00:00,7471.23
5770,Pharmacy,expense,Health & Dental,,2024-12-23 22:52:18.573595+00:00,429.52
5190,Vision care,expense,Other Income,,2024-12-23 22:52:17.367648+00:00,392.02
12632,Internet,expense,Phone & Internet,,2024-12-22 22:57:20.070605+00:00,54.09
12394,Water bill,expense,Utilities,,2024-12-22 22:57:19.699848+00:00,189.18
12377,Concert tickets,expense,Other Income,,2024-12-22 22:57:19.673391+00:00,383.12
12154,Office supplies,income,Office Supplies,,2024-12-22 22:57:19.324989+00:00,3470.11
12071,Commission,income,Other Income,,2024-12-22 22:57:19.194539+00:00,7031.29
11746,Wedding gift,income,Cash Gifts,,2024-12-22 22:57:18.677339+00:00,1131.28
9280,Sporting goods,expense,Other Income,,2024-12-22 22:56:39.885420+00:00,394.63
9070,Grocery shopping,expense,Groceries,,2024-12-22 22:56:39.444428+00:00,138.94
8157,Marketing,income,Advertising & Marketing,,2024-12-22 22:52:38.901487+00:00,1879.99
7996,Hobbies,expense,Entertainment,,2024-12-22 22:52:38.497833+00:00,470.22
6889,Paycheck,income,Salary,,2024-12-22 22:52:35.611284+00:00,6544.64
6810,Consulting,income,Freelance Income,,2024-12-22 22:52:35.385058+00:00,7713.06
6707,Vision care,expense,Other Income,,2024-12-22 22:52:20.801578+00:00,399.25
6231,Retirement contribution,income,Car & Vehicle Expenses,,2024-12-22 22:52:19.656137+00:00,1437.65
5660,Gas bill,expense,Car & Vehicle Expenses,,2024-12-22 22:52:18.357025+00:00,112.61
4948,Electric bill,expense,Utilities,,2024-12-22 22:52:16.818613+00:00,51.27
11322,Client meeting,income,Client Meals,,2024-12-21 22:57:18.010642+00:00,1515.26
11308,Consulting,income,Freelance Income,,2024-12-21 22:57:17.990817+00:00,2841.63
11245,Hardware,expense,Office Supplies,,2024-12-21 22:57:17.812743+00:00,785.84
10462,Phone bill,expense,Phone & Internet,,2024-12-21 22:56:42.327354+00:00,80.91
9474,Client meeting,income,Client Meals,,2024-12-21 22:56:40.273599+00:00,7868.90
8683,Marketing,income,Advertising & Marketing,,2024-12-21 22:52:40.064907+00:00,1994.14
8259,Crypto,income,Investments,,2024-12-21 22:52:39.142156+00:00,1344.79
7227,Business expense,income,Other Business Expenses,,2024-12-21 22:52:36.442969+00:00,1338.59
6539,Client meeting,income,Client Meals,,2024-12-21 22:52:20.373162+00:00,3792.34
6529,Hotel,expense,Vacations & Travel,,2024-12-21 22:52:20.353177+00:00,996.60
6015,Public transport,expense,Gas & Fuel,,2024-12-21 22:52:19.174722+00:00,104.43
12297,Dental care,expense,Other Income,,2024-12-20 22:57:19.547193+00:00,326.19
12255,Uber ride,expense,Side Hustles,,2024-12-20 22:57:19.481320+00:00,160.95
11091,Software license,expense,Licensing & Permits,,2024-12-20 22:57:17.537723+00:00,851.90
10983,Monthly salary,income,Salary,,2024-12-20 22:57:17.365021+00:00,5843.21
10468,Uber ride,expense,Side Hustles,,2024-12-20 22:56:42.339020+00:00,126.39
9944,Home goods,expense,Other Personal Expenses,,2024-12-20 22:56:41.252337+00:00,423.18
9331,Furniture,expense,Other Personal Expenses,,2024-12-20 22:56:39.985588+00:00,806.80
8173,Sporting goods,expense,Other Income,,2024-12-20 22:52:38.943193+00:00,356.84
7228,Consulting,income,Freelance Income,,2024-12-20 22:52:36.445432+00:00,6802.21
6169,Consulting,income,Freelance Income,,2024-12-20 22:52:19.531294+00:00,5950.31
5231,Freelance work,income,Freelance Income,,2024-12-20 22:52:17.463850+00:00,6470.91
12208,Public transport,expense,Gas & Fuel,,2024-12-19 22:57:19.407118+00:00,121.73
11481,Side hustle,income,Side Hustles,,2024-12-19 22:57:18.256655+00:00,4625.31
11207,Clothing store,expense,Clothing & Accessories,,2024-12-19 22:57:17.755158+00:00,250.16
10984,Hardware,expense,Office Supplies,,2024-12-19 22:57:17.366523+00:00,548.15
10427,Gas station,expense,Car & Vehicle Expenses,,2024-12-19 22:56:42.259786+00:00,81.52
8826,Coffee shop,expense,Client Meals,,2024-12-19 22:56:38.921775+00:00,99.97
8632,Business expense,income,Other Business Expenses,,2024-12-19 22:52:39.942039+00:00,502.54
8616,Pharmacy,expense,Health & Dental,,2024-12-19 22:52:39.908503+00:00,264.27
8581,Holiday gift,income,Cash Gifts,,2024-12-19 22:52:39.840851+00:00,786.62
8268,Uber ride,expense,Side Hustles,,2024-12-19 22:52:39.164003+00:00,148.72
6869,Car maintenance,expense,Car & Vehicle Expenses,,2024-12-19 22:52:35.558123+00:00,85.60
6387,Gaming,expense,Entertainment,,2024-12-19 22:52:19.973508+00:00,352.94
4737,Phone bill,expense,Phone & Internet,,2024-12-19 22:52:16.365671+00:00,126.28
12364,Marketing,income,Advertising & Marketing,,2024-12-18 22:57:19.652170+00:00,5428.27
11244,Food delivery,expense,Dining Out,,2024-12-18 22:57:17.811100+00:00,81.29
11048,Business expense,income,Other Business Expenses,,2024-12-18 22:57:17.468094+00:00,1553.95
10998,Streaming services,expense,Other Income,,2024-12-18 22:57:17.389585+00:00,332.68
10283,Paycheck,income,Salary,,2024-12-18 22:56:41.969881+00:00,7161.26
9803,Client meeting,income,Client Meals,,2024-12-18 22:56:40.967996+00:00,7516.28
9642,Books,expense,Other Income,,2024-12-18 22:56:40.643118+00:00,4082.01
9154,Freelance work,income,Freelance Income,,2024-12-18 22:56:39.617124+00:00,2489.37
7485,Office supplies,income,Office Supplies,,2024-12-18 22:52:37.088058+00:00,1985.28
7468,Wedding gift,income,Cash Gifts,,2024-12-18 22:52:37.043586+00:00,1495.94
7434,Movie tickets,expense,Other Income,,2024-12-18 22:52:36.961098+00:00,253.44
7263,Project payment,income,Freelance Income,,2024-12-18 22:52:36.519715+00:00,3308.41
7186,Dental care,expense,Other Income,,2024-12-18 22:52:36.332166+00:00,414.40
6656,Home insurance,expense,Insurance,,2024-12-18 22:52:20.678071+00:00,4044.57
6162,Marketing,income,Advertising & Marketing,,2024-12-18 22:52:19.515967+00:00,6962.36
6118,Office supplies,income,Office Supplies,,2024-12-18 22:52:19.422314+00:00,3689.14
5600,Pharmacy,expense,Health & Dental,,2024-12-18 22:52:18.225592+00:00,347.02
5191,Crypto,expense,Investments,,2024-12-18 22:52:17.369520+00:00,2501.71
12135,Bonus,income,Other Income,,2024-12-17 22:57:19.293246+00:00,4409.53
11634,Hobbies,expense,Entertainment,,2024-12-17 22:57:18.497739+00:00,355.24
10349,Client meeting,income,Client Meals,,2024-12-17 22:56:42.097500+00:00,1977.79
9930,Food delivery,expense,Dining Out,,2024-12-17 22:56:41.229135+00:00,198.89
